Time,Equipment_ID,Vibration(mm/s),Temperature(°C),Current(A),Runtime(hr)
2025-07-27 12:21:00,M009,-5.453172223522739,115.3793964388068,59.03404888828718,
2025-07-27 12:22:00,M007,-5.416076713025522,117.26646933153293,60.89151361677323,
2025-07-27 12:23:00,M009,-5.670126479473743,116.43362275762709,60.47283604286707,
2025-07-27 12:24:00,M008,-5.327165291115546,118.62358956992381,58.13477333683681,
2025-07-27 12:25:00,M009,-5.345318878303987,117.37430762404819,60.22491750826294,
2025-07-27 12:26:00,M007,-5.589402073242637,115.79313389126935,58.799135915776226,
2025-07-27 12:27:00,M007,-5.4161643534746435,116.13986553257988,58.38795130400581,
2025-07-27 12:28:00,M008,-5.398106698523611,117.43641343418075,60.11165904869875,
2025-07-27 12:29:00,M009,-5.6039810875332625,118.53918162709353,56.701027767206064,
2025-07-27 12:30:00,M009,-5.615410573988216,122.58779092289018,57.878324031495396,
2025-07-27 12:31:00,M008,-5.535220228866159,116.98541980483935,58.37211113686972,
2025-07-27 12:32:00,M008,-5.609669277459702,118.45394539265781,58.62772995533923,
2025-07-27 12:33:00,M009,-5.5424943362700505,121.97821779570342,57.92753510234438,
2025-07-27 12:34:00,M009,-5.357876362748379,112.5373550417992,57.801728808915016,
2025-07-27 12:35:00,M007,-5.605465133045416,118.39043378515008,57.87884989393192,
2025-07-27 12:36:00,M009,-5.320695453696211,120.98251565447447,57.37893105748487,
2025-07-27 12:37:00,M008,-5.532030673714265,115.58644541127664,57.39657081096561,
2025-07-27 12:38:00,M009,-5.62375242649147,115.92362863113021,59.91772657590202,
2025-07-27 12:39:00,M007,-5.487587212641224,116.81359925668541,57.405851546887355,
2025-07-27 12:40:00,M009,-5.341090867422603,116.00264892687684,59.890702492156535,
2025-07-27 12:41:00,M008,-5.55201283892098,116.01027723519701,59.24242992852055,
2025-07-27 12:42:00,M008,-5.52545018509799,119.21943041788947,59.88030971982842,
2025-07-27 12:43:00,M008,-5.589722631392935,115.3395383659014,59.039105644589206,
2025-07-27 12:44:00,M008,-5.7347111755035325,120.52798723182488,59.72223296007878,
2025-07-27 12:45:00,M008,-5.452587559017056,119.9004474280453,58.017683315173755,
2025-07-27 12:46:00,M007,-5.705876931841894,116.57756909835106,60.593171956691094,
2025-07-27 12:47:00,M008,-5.412069354065004,119.79166415935735,57.74324915322788,
2025-07-27 12:48:00,M008,-5.21416247868303,118.90863869563532,61.15094370957999,
2025-07-27 12:49:00,M009,-5.2845873688152745,117.23237842270666,58.46796459497006,
2025-07-27 12:50:00,M008,-5.359410563122072,114.34894599074387,59.07723835486297,
2025-07-27 12:51:00,M008,-5.599283060540603,122.13400152948492,61.44854520129516,
2025-07-27 12:52:00,M008,-5.580231132467911,119.42148468725495,61.444529095151815,
2025-07-27 12:53:00,M008,-5.623301452988751,119.17595078333893,61.06554325409299,
2025-07-27 12:54:00,M007,-5.492811432794644,117.58991532170847,61.032796050923224,
2025-07-27 12:55:00,M009,-5.626391784286195,121.03935583908905,60.65029851356652,
2025-07-27 12:56:00,M007,-5.434225797239981,118.0916835970927,62.6633989630597,
2025-07-27 12:57:00,M008,-5.437876748904625,115.45745051033488,61.11752240854857,
2025-07-27 12:58:00,M008,-5.863932132004175,119.1068033740326,60.41784930990736,
2025-07-27 12:59:00,M008,-5.861530544460472,118.05526568022191,61.73103134510959,
2025-07-27 13:00:00,M008,-5.464286010678016,121.05660989944943,60.99482386570294,
2025-07-27 13:01:00,M007,-5.59224088661395,123.98977417891035,61.57457790047841,
2025-07-27 13:02:00,M008,-5.717948427025207,117.95184080471915,63.72816412688174,
2025-07-27 13:03:00,M007,-5.581687376075577,118.51324494324219,61.701928897703944,
2025-07-27 13:04:00,M007,-5.53529016304254,120.77676959480735,60.8317188016345,
2025-07-27 13:05:00,M008,-5.62078370721083,119.65628453133587,61.82356816560998,
2025-07-27 13:06:00,M007,-5.493770550099049,114.49554492601169,62.745731052348155,
2025-07-27 13:07:00,M008,-5.190837239812442,118.4017507548328,60.72493382219569,
2025-07-27 13:08:00,M008,-5.380069084341311,118.69065134405086,60.39351035581534,
2025-07-27 13:09:00,M008,-5.748002113836685,116.36996179090353,61.66669585718356,
2025-07-27 13:10:00,M008,-5.53015017348032,118.58030023940053,60.256892041792014,
2025-07-27 13:11:00,M008,-5.456769860018282,121.90102217326216,60.55433761170353,
2025-07-27 13:12:00,M008,-5.404224904145896,120.92316960056094,62.81173160600095,
2025-07-27 13:13:00,M008,-5.4646268637092374,123.48352255567002,61.7734638579452,
2025-07-27 13:14:00,M008,-5.478983238249941,116.36580942918543,59.71012389601316,
2025-07-27 13:15:00,M008,-5.601446262492421,120.01949529836716,60.96785671542099,
2025-07-27 13:16:00,M007,-5.558866013955422,123.42842331289907,60.533902825440926,
2025-07-27 13:17:00,M007,-5.597277697028563,115.9131518849779,60.726791143769404,
2025-07-27 13:18:00,M007,-5.316351219965241,121.60794030626475,60.25177048993223,
2025-07-27 13:19:00,M007,-5.509465581783362,126.07819961666974,61.76468651687233,
2025-07-27 13:20:00,M008,-5.649906149372248,120.47725727682095,60.44966775532571,
2025-07-27 13:21:00,M009,-5.632739307910492,117.15902727122557,61.74608467329714,
2025-07-27 13:22:00,M009,-5.60991700740054,118.96069562858305,61.12860569303384,
2025-07-27 13:23:00,M007,-5.619948514179135,122.55179703892135,60.631206418779946,
2025-07-27 13:24:00,M009,-5.6241034878641525,118.93971724005227,60.95208936428633,
2025-07-27 13:25:00,M009,-5.459215746424574,121.31868407239202,61.42571980359354,
2025-07-27 13:26:00,M008,-5.583081137276458,120.0206763500955,61.23913442914541,
2025-07-27 13:27:00,M009,-5.548114554696424,121.10882669102432,60.40776083867505,
2025-07-27 13:28:00,M008,-5.429460665505267,116.15505591286669,62.19857960423581,
2025-07-27 13:29:00,M008,-5.722107413352298,118.33954184923192,61.6256059492139,
2025-07-27 13:30:00,M008,-5.789051027401083,118.93661676676837,60.791310132610704,
2025-07-27 13:31:00,M009,-5.619894340854261,116.54312963686802,60.66404670080235,
2025-07-27 13:32:00,M008,-5.493206889822561,116.3347908399663,61.93978528328844,
2025-07-27 13:33:00,M007,-5.676466582767622,118.00969301849595,61.17094206268852,
2025-07-27 13:34:00,M007,-5.41856709238661,119.43071437310108,61.93034697831852,
2025-07-27 13:35:00,M008,-5.58962382221236,119.34177140275784,61.87706574093088,
2025-07-27 13:36:00,M007,-5.624310902435448,118.04960318806256,59.55044542062927,
2025-07-27 13:37:00,M009,-5.608010078954121,120.02584820838872,61.904064292933,
2025-07-27 13:38:00,M007,-5.384131523964104,119.97538984590217,61.34515341529665,
2025-07-27 13:39:00,M008,-5.382607331571812,119.83088069728954,60.93103541329316,
2025-07-27 13:40:00,M007,-5.522029048240549,121.45116379617073,60.98159693743128,
2025-07-27 13:41:00,M008,-5.500378559944242,121.03843239681794,61.091540027967014,
2025-07-27 13:42:00,M007,-5.500537000307931,120.83192013781408,62.67136462646493,
2025-07-27 13:43:00,M008,-5.362435676742966,119.64113481078968,62.14819823888226,
2025-07-27 13:44:00,M007,-5.618181100506771,115.708251393247,62.60460906242437,
2025-07-27 13:45:00,M007,-5.558406259639939,116.87543019192739,63.3910494064795,
2025-07-27 13:46:00,M007,-5.440880945990394,118.89736011834762,61.55189744627174,
2025-07-27 13:47:00,M007,-5.386743710020135,116.91826928541435,61.75749417172889,
2025-07-27 13:48:00,M008,-5.097643447203714,116.56703946526264,62.94171824664655,
2025-07-27 13:49:00,M008,-5.214486654269557,116.08335120927813,62.597009569205,
2025-07-27 13:50:00,M007,-5.474730901041251,117.17228179563081,60.993561192340636,
2025-07-27 13:51:00,M007,-5.283092515436317,116.58765304985039,64.16482622448763,
2025-07-27 13:52:00,M009,-5.645408094113901,120.46005217647632,64.44466919526926,
2025-07-27 13:53:00,M007,-5.554690821697392,120.78849882023486,62.618106015638354,
2025-07-27 13:54:00,M009,-5.324113344541014,118.9900106364669,62.73735563840067,
2025-07-27 13:55:00,M008,-5.4528631044368865,121.58078518452479,61.32504178662737,
2025-07-27 13:56:00,M007,-5.209867644205367,120.09453122291985,64.88341637780741,
2025-07-27 13:57:00,M008,-5.311515366165325,123.05246667750694,61.54765358356436,
2025-07-27 13:58:00,M009,-5.450210768638141,120.83362819196748,62.01197447704162,
2025-07-27 13:59:00,M008,-5.659254595940388,124.2771236259439,63.79674837776252,
2025-07-27 14:00:00,M007,-5.479854495262129,123.5960744633332,60.536500480229606,
2025-07-27 14:01:00,M008,-5.43114860325737,122.3135035408702,61.16249764703921,
2025-07-27 14:02:00,M009,-5.201896872412891,118.80458569964279,59.8432864298429,
2025-07-27 14:03:00,M009,-5.409206960201389,120.83847749341507,62.416655953770565,
2025-07-27 14:04:00,M009,-5.119658324261093,122.58487880206776,62.33831028849286,
2025-07-27 14:05:00,M007,-5.317792128846378,119.22673583199604,61.29191315198754,
2025-07-27 14:06:00,M008,-5.366119837449458,119.75779217227341,62.63085027830725,
2025-07-27 14:07:00,M009,-4.993349211469595,123.89524023851293,59.92159279636571,
2025-07-27 14:08:00,M008,-5.147146268138593,121.5315126695998,62.34917016362699,
2025-07-27 14:09:00,M009,-5.02261558697889,121.05781900026635,61.477592443179375,
2025-07-27 14:10:00,M008,-5.581150783926703,122.51883826484914,63.07554002238451,
2025-07-27 14:11:00,M008,-5.269079473763176,123.08682785737943,61.273661927192975,
2025-07-27 14:12:00,M009,-5.239024997487084,122.48776491993185,61.225211522886994,
2025-07-27 14:13:00,M008,-5.539150970846088,126.37146627263631,60.88287929189601,
2025-07-27 14:14:00,M007,-5.377597236914937,124.49714107980002,60.282122059909575,
2025-07-27 14:15:00,M008,-5.205736000523353,123.2666081541897,61.657753700190376,
2025-07-27 14:16:00,M009,-5.400231561737114,127.25573877074906,60.28858676396847,
2025-07-27 14:17:00,M007,-5.175289763195523,127.40238681684731,61.99370457808825,
2025-07-27 14:18:00,M009,-5.236478733276466,128.2965041867287,62.62560907264327,
2025-07-27 14:19:00,M007,-5.404935253874314,124.18145855932887,62.47410759354452,
2025-07-27 14:20:00,M008,-5.263474653234337,122.420574804658,62.38614655899843,
2025-07-27 14:21:00,M008,-5.478145716980044,128.59382498992167,61.753831405649926,
2025-07-27 14:22:00,M008,-5.226150253052115,124.61901226630091,63.32464312473126,
2025-07-27 14:23:00,M007,-5.362876674433776,122.95020750135298,61.00726529068967,
2025-07-27 14:24:00,M009,-5.4379961613752865,126.04062016355975,60.23006354375611,
2025-07-27 14:25:00,M009,-5.464999767263634,123.82819920030569,60.79354405635297,
2025-07-27 14:26:00,M009,-5.342194106732079,121.94075714415347,60.71765913352639,
2025-07-27 14:27:00,M009,-5.372912811095503,124.27927487002205,60.962524063642256,
2025-07-27 14:28:00,M008,-5.389348272478606,123.75781861226037,59.37275790071849,
2025-07-27 14:29:00,M008,-5.237281853831707,126.6295567288208,60.47381877045524,
2025-07-27 14:30:00,M007,-5.313829290974806,124.28810229280808,61.92901761267417,
2025-07-27 14:31:00,M009,-5.355409636861196,123.96734807145482,61.86555119157205,
2025-07-27 14:32:00,M009,-5.449823037431476,124.21721266417747,61.10929380235519,
2025-07-27 14:33:00,M007,-5.408469833887096,124.55413379893368,60.85068977943111,
2025-07-27 14:34:00,M008,-5.696715528739476,129.90657765392473,60.66242026780278,
2025-07-27 14:35:00,M008,-5.314110277214899,122.53747757949654,61.9956588725295,
2025-07-27 14:36:00,M008,-5.3634522033691185,123.72520595801569,62.33362159323407,
2025-07-27 14:37:00,M009,-5.5760669971706385,121.61115647440049,62.01689889695452,
2025-07-27 14:38:00,M009,-5.253424693967511,125.04103618241585,61.0211442583904,
2025-07-27 14:39:00,M007,-5.39077897347539,126.72147183423041,62.991829579352014,
2025-07-27 14:40:00,M008,-5.420817061896913,122.74091371806853,61.284252498994896,
2025-07-27 14:41:00,M007,-5.334148255108634,121.5082046206366,61.27645784824365,
2025-07-27 14:42:00,M008,-5.340658605001389,123.6168965471,60.939216920298435,
2025-07-27 14:43:00,M009,-5.699473448920337,122.91505935447704,61.75532898597848,
2025-07-27 14:44:00,M008,-5.468090825367011,125.38344711892555,60.30888049789879,
2025-07-27 14:45:00,M009,-5.588308137413868,126.76840490551393,59.58912382617255,
2025-07-27 14:46:00,M007,-5.429024729082258,131.19436848618818,60.646428857506386,
2025-07-27 14:47:00,M007,-5.494099856221273,130.52211026913525,61.27085929157214,
2025-07-27 14:48:00,M008,-5.400537410165678,127.5634838594467,61.572609265434025,
2025-07-27 14:49:00,M009,-5.288896389985536,126.58345397012899,59.336580528691215,
2025-07-27 14:50:00,M008,-5.198187214295543,123.31567985051042,61.79158750364816,
2025-07-27 14:51:00,M009,-5.351740334363288,126.0344493315298,62.66944005062074,
2025-07-27 14:52:00,M008,-5.155536806743204,123.40029400742523,62.297067681991585,
2025-07-27 14:53:00,M007,-5.227996335044233,124.01865897040524,61.966704275049295,
2025-07-27 14:54:00,M008,-5.205183266168493,128.6548691495351,61.3278151070173,
2025-07-27 14:55:00,M007,-5.12048902307791,127.05542520604851,61.384614787917755,
2025-07-27 14:56:00,M007,-5.165858015712791,125.83711471534268,62.26769780850412,
2025-07-27 14:57:00,M007,-5.2270591208379615,128.07425085586007,61.6885563946146,
2025-07-27 14:58:00,M008,-5.292463893605195,126.37866810186588,60.35308197830296,
2025-07-27 14:59:00,M009,-5.32440218677084,131.39478639557905,62.475105612434916,
2025-07-27 15:00:00,M009,-5.566173425849595,123.59569171985245,60.9677031548767,
2025-07-27 15:01:00,M008,-5.302146429720503,128.09382593467515,62.44078914814277,
2025-07-27 15:02:00,M008,-5.128007468783139,127.63213465986136,61.262212800793705,
2025-07-27 15:03:00,M009,-5.380465371915601,127.92550396967631,64.13483406780585,
2025-07-27 15:04:00,M007,-5.41376921700196,132.11011950777797,63.3163451315279,
2025-07-27 15:05:00,M007,-5.350266337862088,125.31306271606884,64.10239622876092,
2025-07-27 15:06:00,M008,-5.188388625387274,124.98766663877508,62.16255170133623,
2025-07-27 15:07:00,M009,-5.123808091324893,132.28890096564442,62.76919329605119,
2025-07-27 15:08:00,M009,-5.207654687374782,130.0356653965985,61.37089578164715,
2025-07-27 15:09:00,M009,-5.332933419311931,128.91677242089102,61.524213875346746,
2025-07-27 15:10:00,M008,-5.317455958835219,130.45831394300595,62.00917552931974,
2025-07-27 15:11:00,M008,-5.4075539059857975,129.57395336287567,62.845892791975864,
2025-07-27 15:12:00,M007,-5.1901892271063526,131.95184581479157,64.53418433287075,
2025-07-27 15:13:00,M007,-5.181287747965775,125.98257691717383,62.32391945146904,
2025-07-27 15:14:00,M007,-5.191189345107597,127.39941037694624,61.58758356255263,
2025-07-27 15:15:00,M008,-5.272960957766718,125.71275941462645,63.00975737280038,
2025-07-27 15:16:00,M009,-5.2554476122888785,126.79730771338805,62.7078385317229,
2025-07-27 15:17:00,M009,-5.207147859320161,130.80941149870262,63.17746468200319,
2025-07-27 15:18:00,M008,-5.426182996341148,130.5814097825638,63.043785083864385,
2025-07-27 15:19:00,M008,-5.165537260394886,126.34453448160929,63.884345346490996,
2025-07-27 15:20:00,M008,-5.485237643824546,125.15738758879135,62.705941552927676,
2025-07-27 15:21:00,M009,-5.142039068474991,127.18832769832089,62.597653540191715,
2025-07-27 15:22:00,M007,-5.215100745140495,129.32380725243345,60.89393886715157,
2025-07-27 15:23:00,M009,-5.223068145545098,126.02677090530267,60.362375980525144,
2025-07-27 15:24:00,M007,-5.070110502293148,125.80464138886686,62.284571134246704,
2025-07-27 15:25:00,M009,-5.313667100421957,123.70178121606043,63.00359130005137,
2025-07-27 15:26:00,M008,-5.033225864146841,127.92870335034836,62.59055311574813,
2025-07-27 15:27:00,M009,-5.346492220765378,126.45548786897207,62.92958616017395,
2025-07-27 15:28:00,M007,-5.0570150411262205,127.39083328399002,62.93456223132086,
2025-07-27 15:29:00,M008,-5.209117333779339,132.5133118243958,62.42068020918235,
2025-07-27 15:30:00,M008,-5.255199233002998,131.46064425742784,64.02610351116093,
2025-07-27 15:31:00,M008,-5.182881248055744,134.46835863299566,62.742663852882885,
2025-07-27 15:32:00,M009,-5.259136054693926,128.7111405052326,62.68375767544436,
2025-07-27 15:33:00,M007,-5.297165367433545,125.38830025210387,63.90630209638501,
2025-07-27 15:34:00,M007,-5.249578827559732,129.316880097149,63.16326576010053,
2025-07-27 15:35:00,M008,-5.288101710800355,134.1747275652736,62.010629785371364,
2025-07-27 15:36:00,M008,-5.154762708717748,126.71251425627173,62.49897897267573,
2025-07-27 15:37:00,M009,-5.308520534567858,132.58703560936843,64.77046297584735,
2025-07-27 15:38:00,M009,-5.256312631663812,126.8744630528202,62.82139262159213,
2025-07-27 15:39:00,M007,-5.3797706853003255,132.90807335134764,62.3578687943753,
2025-07-27 15:40:00,M007,-5.314092981105577,131.1529251314751,62.98702037491632,
2025-07-27 15:41:00,M008,-5.319866081836846,127.6273616776621,64.11538976426127,
2025-07-27 15:42:00,M008,-5.021328512717135,131.28489466520975,64.3719170382886,
2025-07-27 15:43:00,M009,-5.265212026138781,130.14331801409125,62.513416361182315,
2025-07-27 15:44:00,M008,-5.360806613399369,129.03391281100832,63.60696117763433,
2025-07-27 15:45:00,M008,-5.378751862077333,127.55781850103293,65.2461485298886,
2025-07-27 15:46:00,M007,-5.4289372155201505,128.16295932499392,62.95202191981757,
2025-07-27 15:47:00,M009,-5.51250710581323,127.1968651384569,64.14519891429754,
2025-07-27 15:48:00,M007,-5.68758374667303,131.3757865498071,64.45739509825151,
2025-07-27 15:49:00,M007,-5.482832746644475,130.18874026165003,64.59773830238215,
2025-07-27 15:50:00,M008,-5.259337167477147,127.08826238703088,64.51704957589953,
2025-07-27 15:51:00,M007,-5.26352382339716,130.22791324806877,62.925675827836194,
2025-07-27 15:52:00,M007,-5.447387516221523,130.29541252767993,64.84813829351653,
2025-07-27 15:53:00,M007,-5.554730150497748,129.24657212404574,64.25885250048029,
2025-07-27 15:54:00,M008,-5.519640166712654,127.71197177909998,64.51385869125443,
2025-07-27 15:55:00,M007,-5.464989630800493,123.48873722294971,65.44847549876978,
2025-07-27 15:56:00,M007,-5.346773255135726,126.794349291497,64.44755571006398,
2025-07-27 15:57:00,M009,-5.373294927537096,131.55962880794536,63.86451783985903,
2025-07-27 15:58:00,M009,-5.159513335255846,132.5798370365512,63.00023434200272,
2025-07-27 15:59:00,M007,-5.244308914977631,128.11898333307704,62.20129193566436,
2025-07-27 16:00:00,M007,-5.420159707177229,130.07520499075082,63.59452547436246,
2025-07-27 16:01:00,M007,-5.4336619685235465,130.77192092867142,62.56829566385866,
2025-07-27 16:02:00,M009,-5.386814725982349,131.02175830907555,61.40787593811187,
2025-07-27 16:03:00,M008,-5.148902158067831,126.77803651997709,62.13949643763921,
2025-07-27 16:04:00,M007,-5.090427132778154,131.26713950051325,60.54612814423505,
2025-07-27 16:05:00,M009,-5.221367042764908,128.77277441595803,63.41999845714489,
2025-07-27 16:06:00,M008,-5.38161911098166,130.80953646535133,62.444910323987884,
2025-07-27 16:07:00,M008,-5.207466743614444,131.09142418755923,62.23219504300514,
2025-07-27 16:08:00,M007,-5.329618983153769,127.29939668295896,62.661709892525124,
2025-07-27 16:09:00,M007,-5.557693677874235,130.02862425891942,61.804330415298075,
2025-07-27 16:10:00,M008,-5.52030906857471,127.32820096917361,62.911162855330794,
2025-07-27 16:11:00,M007,-5.440939362835537,129.73839588203646,61.85316986652693,
2025-07-27 16:12:00,M009,-5.529391148696714,131.66577297402657,62.312684528205224,
2025-07-27 16:13:00,M007,-5.425213660501454,132.7534536122627,63.47056160373606,
2025-07-27 16:14:00,M008,-5.519556859253068,126.5502662913838,62.13736308623815,
2025-07-27 16:15:00,M008,-5.317149326679708,130.30612564782373,62.993082916221375,
2025-07-27 16:16:00,M007,-5.442531283242527,134.0164340328616,63.48127180228926,
2025-07-27 16:17:00,M009,-5.477456184032139,129.93074796384818,63.050261091905945,
2025-07-27 16:18:00,M007,-5.318438909385922,129.17675458881746,63.55993048991262,
2025-07-27 16:19:00,M008,-5.571562431340782,130.34312123765955,63.752969344763734,
2025-07-27 16:20:00,M009,-5.6501695749651475,124.87906228078567,63.400007240649614,
2025-07-27 16:21:00,M008,-5.599814860185513,123.49543750039514,63.13603729295292,
2025-07-27 16:22:00,M007,-5.4170333586147,131.3465640756814,64.78986104226139,
2025-07-27 16:23:00,M009,-5.433763465209814,125.89818388991321,64.49034888897215,
2025-07-27 16:24:00,M008,-5.413524297088028,123.09953310628019,63.52883290169827,
2025-07-27 16:25:00,M007,-5.362331669100114,126.46626753866413,65.49383859993522,
2025-07-27 16:26:00,M009,-5.53600546325766,125.66436673163354,66.57966825042946,
2025-07-27 16:27:00,M008,-5.441749073607247,124.98468588938582,63.833380483736,
2025-07-27 16:28:00,M008,-5.565261275967061,126.37900673356779,64.13854979575102,
2025-07-27 16:29:00,M009,-5.755159648386898,125.28164732084493,63.59248019583537,
2025-07-27 16:30:00,M007,-5.338464770774626,126.24509628856248,64.53727708118332,
2025-07-27 16:31:00,M008,-5.47432208454432,127.31068551127811,64.28951594137587,
2025-07-27 16:32:00,M007,-5.566355638151756,128.56480579625597,65.9083045798943,
2025-07-27 16:33:00,M009,-5.298630484615,131.53264849577076,64.57164422089193,
2025-07-27 16:34:00,M007,-5.651219707825657,128.49624152918304,66.163119680661,
2025-07-27 16:35:00,M009,-5.428741370367799,131.4532104907517,65.53779657800659,
2025-07-27 16:36:00,M007,-5.493068267835881,128.7807378206468,66.97242167364732,
2025-07-27 16:37:00,M008,-5.622039896910303,130.85016603089798,65.58137311159963,
2025-07-27 16:38:00,M009,-5.385810812367548,130.3998922147714,64.32578761620752,
2025-07-27 16:39:00,M009,-5.671342675618965,127.06971603493345,65.21978286660995,
2025-07-27 16:40:00,M009,-5.534525792217885,125.49400736216836,64.34395023930014,
2025-07-27 16:41:00,M007,-5.764888691540136,132.5685879047422,62.90969424928006,
2025-07-27 16:42:00,M008,-5.5826715258781805,128.76928798592,64.55118347008673,
2025-07-27 16:43:00,M008,-5.332326676896932,132.44177243100415,64.4829623947567,
2025-07-27 16:44:00,M009,-5.516451772658082,129.95232553971672,63.51946892243236,
2025-07-27 16:45:00,M007,-5.6871408928466805,129.65072533380308,64.1652486323106,
2025-07-27 16:46:00,M007,-5.675993296022859,131.6940627280827,64.30382014775819,
2025-07-27 16:47:00,M008,-5.324032503444087,133.57711218929566,64.53642886329337,
2025-07-27 16:48:00,M008,-5.582386259341563,135.59421501567675,63.03488455487179,
2025-07-27 16:49:00,M007,-5.6567973117426,133.43495032077638,63.301657237132304,
2025-07-27 16:50:00,M008,-5.3240774750153275,132.6036153342028,63.826540853025186,
2025-07-27 16:51:00,M008,-5.296505379691281,133.61317052387403,62.73384228195313,
2025-07-27 16:52:00,M007,-5.439830700574693,136.29805083946613,63.27630449500393,
2025-07-27 16:53:00,M009,-5.369079330697067,134.37305347217318,63.86892557642365,
2025-07-27 16:54:00,M008,-5.303700053620034,132.48932102603123,62.57909515266824,
2025-07-27 16:55:00,M007,-5.595033633358779,130.70787598905272,63.16701645546263,
2025-07-27 16:56:00,M007,-5.331236567247816,136.3206945918431,62.888708319707696,
2025-07-27 16:57:00,M009,-5.325472697656621,135.5707302615625,64.14227375464758,
2025-07-27 16:58:00,M008,-5.441914693846738,132.38295637380384,63.629889182686796,
2025-07-27 16:59:00,M009,-5.543104710776836,132.5062746475012,63.96373991263061,
2025-07-27 17:00:00,M009,-5.339984003065426,133.57241989595576,64.28707836069864,
2025-07-27 17:01:00,M008,-5.229833149475461,135.4273835281593,64.27983253415377,
2025-07-27 17:02:00,M007,-5.258283659562361,135.2524577546605,63.21094200265636,
2025-07-27 17:03:00,M008,-5.440603318514582,135.74551544740675,63.27830532739356,
2025-07-27 17:04:00,M008,-5.461567531745232,132.47269583011536,63.83035622902053,
2025-07-27 17:05:00,M008,-5.1299681993107376,131.68561528209892,63.504199559868084,
2025-07-27 17:06:00,M009,-5.571702920208238,139.53286532533144,65.21073398870301,
2025-07-27 17:07:00,M007,-5.5384203854392435,132.88980052863562,64.54949315178611,
2025-07-27 17:08:00,M007,-5.416004141625624,134.74924384829802,63.53086392023546,
2025-07-27 17:09:00,M009,-5.557740338633613,135.35827465230952,63.84767450156426,
2025-07-27 17:10:00,M008,-5.513180980227648,131.61460965812165,64.4972493207676,
2025-07-27 17:11:00,M009,-5.4465521895091005,137.227634269162,64.9281702568558,
2025-07-27 17:12:00,M008,-5.573285485319557,129.12624370125036,64.15846989653868,
2025-07-27 17:13:00,M007,-5.666603551233419,131.69344818387398,65.35852477370348,
2025-07-27 17:14:00,M009,-5.516632757226073,128.50697923807468,64.64951606306808,
2025-07-27 17:15:00,M008,-5.434085771977171,135.72280262502926,63.936077992191585,
2025-07-27 17:16:00,M009,-5.497206716387682,134.4857064222816,64.6520478514176,
2025-07-27 17:17:00,M007,-5.515033012783558,134.94235216883854,63.00324898770246,
2025-07-27 17:18:00,M009,-5.291888984980167,134.20753094547337,62.99026188336201,
2025-07-27 17:19:00,M009,-5.454248820236317,132.40413061472256,63.43135247089951,
2025-07-27 17:20:00,M008,-5.438423265537823,130.62390937921285,65.3092622146094,
2025-07-27 17:21:00,M009,-5.609866597324104,132.70426712842595,63.53685150383489,
2025-07-27 17:22:00,M008,-5.578768290418028,132.6907569615345,62.65297258953005,
2025-07-27 17:23:00,M008,-5.3779087063784266,136.53568281584256,63.73643802509515,
2025-07-27 17:24:00,M007,-5.405078260722766,134.89534302777668,65.56698760751894,
2025-07-27 17:25:00,M007,-5.51760520387473,140.18884336875732,66.83578791413701,
2025-07-27 17:26:00,M007,-5.44665859525016,140.1838420380324,65.90089583376943,
2025-07-27 17:27:00,M007,-5.2086279151538175,138.28092820006952,63.80203465856701,
2025-07-27 17:28:00,M007,-5.411929169933899,135.14200644416988,63.588330796335505,
2025-07-27 17:29:00,M009,-5.508785193848898,137.24065599807523,64.68407895018841,
2025-07-27 17:30:00,M009,-5.366941873282119,135.9906569440503,64.51211290616074,
2025-07-27 17:31:00,M007,-5.396927358475822,138.83953744944054,62.88899849918944,
2025-07-27 17:32:00,M009,-5.317131481918357,140.3139165744632,64.73181285075009,
2025-07-27 17:33:00,M009,-5.5820673386944435,138.08320872930094,62.639676627755556,
2025-07-27 17:34:00,M009,-5.405158610821827,140.37805261621384,64.08409278562195,
2025-07-27 17:35:00,M008,-5.54502840045086,138.57377606982539,64.32247140209552,
2025-07-27 17:36:00,M007,-5.28586398390781,140.84242883628406,65.32515142061395,
2025-07-27 17:37:00,M008,-5.434364836783943,137.45891388870547,63.988696036305306,
2025-07-27 17:38:00,M009,-5.582227027530421,139.55787613731795,63.236255429554085,
2025-07-27 17:39:00,M008,-5.475602093955449,139.12140011973472,65.67496986445354,
2025-07-27 17:40:00,M009,-5.285548916171355,139.13987673818167,62.290185195267156,
2025-07-27 17:41:00,M009,-5.379292998364719,141.3188097149686,63.011377685982815,
2025-07-27 17:42:00,M009,-5.365410546209745,137.3224607694686,65.39661549106366,
2025-07-27 17:43:00,M008,-5.136075926717369,139.16073437481404,63.36991520161875,
2025-07-27 17:44:00,M007,-5.472963008048017,137.7389402996548,64.56533017730767,
2025-07-27 17:45:00,M008,-5.410161768384109,141.78732766172652,64.20335048171096,
2025-07-27 17:46:00,M008,-5.49335721354964,140.99002150026905,63.980814363650744,
2025-07-27 17:47:00,M007,-5.164416424132468,139.74499728406127,63.873712267558545,
2025-07-27 17:48:00,M009,-5.481426746482239,140.13972413612242,64.65828625963303,
2025-07-27 17:49:00,M008,-5.568509920925081,139.0741548719392,63.38730245158341,
2025-07-27 17:50:00,M007,-5.50640277574779,136.87739141981112,62.493086921861845,
2025-07-27 17:51:00,M008,-5.313102922108176,138.00032315507218,64.89007204099079,
